"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.422533905E2,4.277108149E-1,-1.204279087E0,-2.495899204E0
1.422633765E2,8.135073993E-1,-1.222894575E0,-2.558581941E0
1.422733615E2,1.243896312E0,-1.096865151E0,-2.528678110E0
1.422833475E2,1.539824627E0,-8.295509166E-1,-2.423155748E0
1.422933335E2,1.706091228E0,-5.146900481E-1,-2.146086019E0
1.423033195E2,1.768716808E0,-1.610139003E-1,-1.904432876E0
1.423133045E2,1.823323077E0,1.640611768E-2,-1.815389137E0
1.423232905E2,1.698750633E0,1.164148477E-1,-1.666516687E0
1.423332765E2,1.437766887E0,4.456581125E-1,-1.376282537E0
1.423432625E2,1.238700622E0,1.045993205E0,-8.793446356E-1
1.423532475E2,9.747614741E-1,1.739965902E0,-4.609430265E-1
1.423632335E2,4.798028552E-1,2.225007643E0,-2.125521362E-1
1.423732195E2,-1.046153127E-1,2.451166542E0,-1.582081139E-2
1.423832055E2,-5.919454347E-1,2.606270370E0,8.208028972E-2
1.423931905E2,-7.945836899E-1,2.786051493E0,5.617244661E-2
1.424031765E2,-7.005319570E-1,2.961230566E0,-6.879775465E-2
1.424131625E2,-4.619414386E-1,2.999669285E0,-2.885314411E-1
1.424231475E2,-4.376766631E-1,2.987423168E0,-5.053567225E-1
1.424331335E2,-5.314892448E-1,2.991221227E0,-6.837541026E-1
1.424431195E2,-7.393709906E-1,2.868919988E0,-8.056492531E-1
1.424531055E2,-1.025342155E0,2.627565929E0,-9.579651278E-1
1.424630905E2,-1.149310875E0,2.448237087E0,-9.735374326E-1
1.424730765E2,-8.499405961E-1,2.401498246E0,-8.883522713E-1
1.424830625E2,-4.037883939E-1,2.378711354E0,-7.661624211E-1
1.424930485E2,-1.414751369E-1,2.256627046E0,-4.903024811E-1
1.425030335E2,1.647868162E-1,1.956657282E0,-1.081828451E-1
1.425130195E2,1.831328208E-1,1.615945289E0,2.659822387E-1
1.425230055E2,3.615043270E-1,1.188346886E0,8.373961258E-1
1.425329915E2,6.585135730E-1,8.586443228E-1,1.347363378E0
1.425429765E2,8.629244115E-1,6.011437628E-1,1.854723356E0
1.425529625E2,7.710555173E-1,5.905243421E-1,2.449334902E0
1.425629485E2,4.097701686E-1,8.267275885E-1,2.917596889E0
1.425729345E2,-1.787676550E-1,1.137166500E0,3.251595694E0
1.425829195E2,-7.563350058E-1,1.319790832E0,3.482447861E0
1.425929055E2,-1.183784669E0,1.591772022E0,3.705225023E0
1.426028915E2,-1.542587875E0,1.895826359E0,4.052741421E0
1.426128775E2,-1.593314517E0,2.021537695E0,4.458213083E0
1.426228625E2,-1.551763034E0,1.835434269E0,4.951054425E0
1.426328485E2,-1.316443594E0,1.400048253E0,5.373047978E0
1.426428345E2,-9.819953569E-1,7.248433641E-1,5.613307731E0
1.426528205E2,-6.345644009E-1,-1.203725356E-1,5.445052931E0
1.426628055E2,-3.216730940E-1,-9.543918943E-1,4.924791656E0
1.426727915E2,-1.908531189E-2,-1.528591103E0,4.116194236E0
1.426827775E2,1.646257985E-1,-1.918400704E0,3.183582636E0
1.426927635E2,2.329753641E-1,-2.089294353E0,2.188031021E0
1.427027485E2,3.681329499E-1,-2.126870607E0,1.171659225E0
1.427127345E2,4.356582773E-1,-2.084013147E0,2.231905603E-1
1.427227205E2,4.318216268E-1,-2.014421341E0,-5.418971425E-1
1.427327065E2,3.500370235E-1,-1.922926742E0,-1.132936040E0
1.427426915E2,3.567533546E-1,-1.841292302E0,-1.618494675E0
1.427526775E2,3.934639652E-1,-1.883254553E0,-2.016292450E0
1.427626635E2,4.325871735E-1,-1.972141586E0,-2.292103858E0
1.427726495E2,5.131954632E-1,-1.957044953E0,-2.473959281E0
1.427826345E2,6.514896052E-1,-1.909539249E0,-2.541548417E0
1.427926205E2,7.194341780E-1,-1.929404287E0,-2.533903767E0
1.428026065E2,6.372172827E-1,-1.965144516E0,-2.469487916E0
1.428125915E2,4.952799234E-1,-2.022578207E0,-2.289861451E0
1.428225775E2,3.819181994E-1,-2.101736935E0,-2.123171951E0
1.428325635E2,4.019245574E-1,-2.202611638E0,-1.950705986E0
1.428425495E2,5.059873081E-1,-2.226261871E0,-1.825638721E0
1.428525355E2,6.921515813E-1,-2.202077495E0,-1.752811065E0
1.428625205E2,8.444756421E-1,-2.125572817E0,-1.672597207E0
1.428725065E2,9.510354464E-1,-1.961316928E0,-1.625888479E0
1.428824925E2,1.109032037E0,-1.845548783E0,-1.753279427E0
1.428924775E2,1.196427300E0,-1.768741804E0,-1.993544442E0
1.429024635E2,1.151044062E0,-1.643134841E0,-2.373659068E0
1.429124495E2,1.075776144E0,-1.406766411E0,-2.726098822E0
1.429224355E2,1.015824935E0,-9.981881243E-1,-2.976540331E0
1.429324205E2,7.908201295E-1,-4.884559304E-1,-3.055944934E0
1.429424065E2,2.909623479E-1,-1.482093751E-2,-2.974918313E0
1.429523925E2,-3.444228194E-1,1.937998232E-1,-2.694004624E0
1.429623785E2,-8.110997352E-1,3.924107355E-1,-2.393489315E0
1.429723635E2,-1.089874220E0,5.211675936E-1,-1.944372282E0
1.429823495E2,-1.059573510E0,5.362253433E-1,-1.508850026E0
1.429923355E2,-9.072884792E-1,5.696170378E-1,-1.158398325E0
1.430023215E2,-6.955850664E-1,6.031256765E-1,-8.109035611E-1
1.430123065E2,-4.710326164E-1,5.871689174E-1,-4.994978124E-1
1.430222925E2,-3.304870407E-1,6.216976029E-1,-2.811434841E-1
1.430322785E2,-2.818119670E-1,6.903336820E-1,-3.085341811E-2
1.430422645E2,-2.980418643E-1,7.712816584E-1,2.751372242E-1
1.430522495E2,-3.560220507E-1,9.046964085E-1,4.740413743E-1
1.430622355E2,-5.121680344E-1,1.074641054E0,6.826653510E-1
1.430722215E2,-7.878539101E-1,1.246755601E0,1.022704915E0
1.430822075E2,-1.144807057E0,1.328533882E0,1.340447291E0
1.430921923E2,-1.339982145E0,1.303194095E0,1.569828299E0
1.431021783E2,-1.369658811E0,1.272372252E0,1.701495316E0
1.431121642E2,-1.191582735E0,1.285151927E0,1.719640396E0
1.431221503E2,-9.132115625E-1,1.250672066E0,1.665719127E0
1.431321353E2,-6.621236439E-1,1.131486222E0,1.560595545E0
1.431421212E2,-4.059174747E-1,1.020265749E0,1.441429290E0
1.431521073E2,-2.481450149E-1,9.529663432E-1,1.342323078E0
1.431620933E2,-1.694835557E-1,9.733944681E-1,1.488900495E0
1.431720783E2,-2.604141545E-1,1.085556928E0,1.856853497E0
1.431820642E2,-5.083411413E-1,1.249094487E0,2.355629763E0
1.431920503E2,-8.179665591E-1,1.524127923E0,2.831506578E0
1.432020363E2,-1.000190357E0,1.715115528E0,3.333791758E0
1.432120212E2,-1.136693753E0,1.805193347E0,3.723944884E0
1.432220073E2,-1.166773365E0,1.803622492E0,3.997987509E0
1.432319933E2,-1.103501887E0,1.558801035E0,4.211389246E0
1.432419792E2,-1.119766210E0,1.212935013E0,4.351382114E0
1.432519642E2,-9.444153750E-1,8.878722149E-1,4.248122624E0
1.432619503E2,-5.572862832E-1,4.859509832E-1,4.031359908E0
1.432719363E2,-1.465239883E-1,8.595407009E-4,3.704225149E0
1.432819212E2,2.029482307E-1,-4.717229533E-1,3.166459649E0
1.432919073E2,2.412501244E-1,-8.608826369E-1,2.395828786E0
1.433018933E2,7.198470645E-2,-1.213163931E0,1.539715138E0
1.433118792E2,-2.414973155E-2,-1.532635914E0,6.362133157E-1
1.433218642E2,1.652737431E-2,-1.791503553E0,-1.472551095E-1
1.433318503E2,1.811065413E-1,-1.951330761E0,-8.607820648E-1
1.433418363E2,3.506512369E-1,-2.077435322E0,-1.535871179E0
1.433518222E2,3.930849195E-1,-2.223816858E0,-2.084652833E0
1.433618073E2,3.046901485E-1,-2.306393284E0,-2.409825851E0
1.433717933E2,7.996907942E-2,-2.222058600E0,-2.620822043E0
1.433817792E2,-2.628067620E-1,-2.066610372E0,-2.736882842E0
1.433917653E2,-7.547109416E-1,-1.867376731E0,-2.798418939E0
1.434017503E2,-1.169766335E0,-1.679124161E0,-2.778704467E0
1.434117362E2,-1.399803108E0,-1.489567078E0,-2.739652668E0
1.434217223E2,-1.459670849E0,-1.425089831E0,-2.772581263E0
1.434317083E2,-1.383861406E0,-1.438945101E0,-2.820339566E0
1.434416933E2,-1.132875009E0,-1.452382587E0,-2.864287239E0
1.434516792E2,-6.311793747E-1,-1.471749150E0,-2.901607677E0
1.434616653E2,-1.020218533E-1,-1.423567508E0,-2.836444552E0
1.434716513E2,2.151407716E-1,-1.211472040E0,-2.667719636E0
1.434816362E2,3.730370828E-1,-1.085848997E0,-2.460089686E0
1.434916223E2,3.875535265E-1,-1.118272392E0,-2.192032270E0
1.435016083E2,3.210662992E-1,-1.084399764E0,-2.043670283E0
1.435115942E2,4.246689472E-1,-1.134541685E0,-1.661606780E0
1.435215792E2,6.832157202E-1,-1.141484084E0,-1.195731627E0
1.435315653E2,9.104597897E-1,-1.020036538E0,-4.388744652E-1
1.435415513E2,1.081722836E0,-9.088432539E-1,-6.805866659E-2
1.435515372E2,1.186845468E0,-8.781456640E-1,-2.400001359E-1
1.435615223E2,1.342385935E0,-7.835304058E-1,-5.485237920E-1
1.435715083E2,1.548475290E0,-5.981397557E-1,-9.935501128E-1
1.435814942E2,1.762640527E0,-2.664280888E-1,-1.698662340E0
1.435914803E2,1.978778030E0,2.506832913E-1,-2.335298409E0
1.436014653E2,2.023823225E0,8.035620895E-1,-2.751255298E0
1.436114513E2,1.883126499E0,1.313962035E0,-2.911193603E0
1.436214372E2,1.620455246E0,1.761888868E0,-2.782568307E0
1.436314233E2,1.266232676E0,2.132668414E0,-2.391907058E0
1.436414083E2,8.464082931E-1,2.441551089E0,-1.725054917E0
1.436513942E2,2.791187395E-1,2.801780503E0,-9.164908272E-1
1.436613803E2,-1.545657371E-1,3.188916173E0,-3.307383978E-1
1.436713653E2,-4.196680063E-1,3.484398200E0,-4.739753008E-3
1.436813513E2,-6.689676636E-1,3.683506125E0,2.893670082E-1
1.436913372E2,-8.396678422E-1,3.791320011E0,6.798703820E-1
1.437013233E2,-8.377524405E-1,3.815254126E0,9.740268445E-1
1.437113083E2,-7.796756288E-1,3.692022887E0,1.334978975E0
1.437212942E2,-7.145266099E-1,3.409613773E0,1.821294240E0
1.437312803E2,-4.380454762E-1,3.088429726E0,2.416878762E0
1.437412663E2,-6.898466912E-2,2.799928983E0,2.829091094E0
1.437512512E2,1.435637989E-1,2.464383589E0,3.001925433E0
1.437612373E2,1.865968758E-1,2.083272890E0,3.049632280E0
1.437712233E2,2.213850132E-1,1.713193256E0,3.000488187E0
1.437812092E2,3.535264956E-1,1.481926813E0,2.888555523E0
1.437911942E2,5.384184878E-1,1.398300812E0,2.823470750E0
1.438011803E2,6.718039287E-1,1.330116138E0,2.737586262E0
1.438111663E2,6.642130733E-1,1.198344456E0,2.590752736E0
1.438211522E2,6.141052126E-1,1.059373097E0,2.355484752E0
1.438311373E2,4.840070398E-1,9.711511838E-1,2.164705893E0
1.438411233E2,3.273618866E-1,9.702127057E-1,2.068898095E0
1.438511092E2,2.232197599E-1,1.160550685E0,2.160070220E0
1.438610953E2,1.993821966E-1,1.400347338E0,2.401649689E0
1.438710803E2,3.292888000E-1,1.422900633E0,2.766985477E0
1.438810663E2,5.090050196E-1,1.177804649E0,3.192921224E0
1.438910522E2,7.664710079E-1,7.968769678E-1,3.618202082E0
1.439010383E2,1.149603893E0,3.511706159E-1,4.056432769E0
1.439110233E2,1.307334655E0,-2.344631150E-1,4.393093811E0
1.439210092E2,1.150140156E0,-8.917682147E-1,4.408542155E0
1.439309953E2,9.432886165E-1,-1.528960647E0,3.989398534E0
1.439409813E2,7.885400809E-1,-1.937377843E0,3.306810951E0
1.439509663E2,6.674639060E-1,-2.099517624E0,2.419403590E0
1.439609522E2,5.450703899E-1,-2.106119131E0,1.439284531E0
1.439709383E2,4.313733281E-1,-2.060255325E0,4.970402277E-1
1.439809243E2,4.219551082E-1,-2.018594499E0,-3.341239357E-1
1.439909092E2,4.962499034E-1,-1.978422373E0,-1.003882728E0
1.440008953E2,5.602003893E-1,-1.991335949E0,-1.489271793E0
1.440108813E2,5.674580265E-1,-2.019894335E0,-1.795827861E0
1.440208663E2,4.580209536E-1,-2.050945389E0,-1.910492930E0
1.440308522E2,2.518164086E-1,-2.095553212E0,-1.903848154E0
1.440408383E2,-5.779662039E-2,-2.151373656E0,-1.784671374E0
1.440508243E2,-3.044827550E-1,-2.205519458E0,-1.708150617E0
1.440608092E2,-4.768363434E-1,-2.240129128E0,-1.693716180E0
1.440707953E2,-6.383427255E-1,-2.264834198E0,-1.732850425E0
1.440807813E2,-7.605995994E-1,-2.280056840E0,-1.865119706E0
1.440907672E2,-8.722096438E-1,-2.313073143E0,-1.965847351E0
1.441007522E2,-8.472710498E-1,-2.314244340E0,-2.081342139E0
1.441107382E2,-7.287325665E-1,-2.219759182E0,-2.137722162E0
1.441207242E2,-6.414394109E-1,-2.153113788E0,-2.139424286E0
1.441307102E2,-5.452828997E-1,-2.185759962E0,-2.147029175E0
1.441406952E2,-4.196048930E-1,-2.248809319E0,-2.144994929E0
1.441506812E2,-3.007145352E-1,-2.229637468E0,-2.146788855E0
1.441606672E2,-2.272318634E-1,-2.153169921E0,-2.094615903E0
1.441706532E2,-1.693473886E-1,-2.090831001E0,-2.013294582E0
1.441806382E2,-2.887886820E-2,-1.978529962E0,-1.966981711E0
1.441906242E2,1.142113519E-1,-1.737069776E0,-1.899184999E0
1.442006102E2,1.733545952E-1,-1.399335769E0,-1.761971313E0
1.442105962E2,1.188614049E-1,-1.076991634E0,-1.515705886E0
1.442205812E2,-1.033809015E-1,-8.614726210E-1,-1.180624176E0
1.442305672E2,-3.490490633E-1,-7.311908090E-1,-9.417736030E-1
1.442405532E2,-5.124720896E-1,-5.965943366E-1,-8.362313604E-1
1.442505392E2,-6.083138379E-1,-4.221186841E-1,-8.088055801E-1
1.442605242E2,-6.679072711E-1,-2.148723114E-1,-7.565536916E-1
1.442705102E2,-7.477881306E-1,-7.484552979E-2,-8.593705469E-1
1.442804962E2,-8.952082779E-1,3.065402806E-2,-1.051590160E0
1.442904812E2,-1.095268130E0,2.205698383E-1,-1.298329797E0
1.443004672E2,-1.301096845E0,5.745743072E-1,-1.527112049E0
1.443104532E2,-1.412258408E0,9.850073308E-1,-1.583049438E0
1.443204392E2,-1.511479957E0,1.359796312E0,-1.467273983E0
1.443304242E2,-1.561937920E0,1.628143750E0,-1.332633657E0
1.443404102E2,-1.539555217E0,1.859914514E0,-1.145146195E0
1.443503962E2,-1.476342138E0,2.010015464E0,-8.591898680E-1
1.443603822E2,-1.356589407E0,2.118552065E0,-5.551106805E-1
1.443703672E2,-1.036793269E0,2.120737170E0,-1.160520279E-1
1.443803532E2,-8.072247854E-1,1.921659358E0,3.988853574E-1
1.443903392E2,-6.403896895E-1,1.592455854E0,8.279055101E-1
1.444003252E2,-6.168908992E-1,1.363216934E0,1.136621540E0
1.444103102E2,-7.418728680E-1,1.309562883E0,1.312913922E0
1.444202962E2,-9.576995911E-1,1.396539631E0,1.428263115E0
1.444302822E2,-1.178476932E0,1.535083559E0,1.548415210E0
1.444402682E2,-1.285023580E0,1.641736772E0,1.713703718E0
1.444502532E2,-1.256799071E0,1.802018309E0,1.887711593E0
1.444602392E2,-1.122533404E0,1.944167045E0,2.067059730E0
1.444702252E2,-9.968643878E-1,1.899588457E0,2.280842121E0
1.444802112E2,-9.544075356E-1,1.720057887E0,2.633381277E0
1.444901962E2,-8.852373865E-1,1.455757892E0,3.024113862E0
1.445001822E2,-7.638420267E-1,1.138765129E0,3.530023146E0
1.445101682E2,-5.445031735E-1,8.010963187E-1,3.942006267E0
1.445201542E2,-2.398147792E-1,4.672942722E-1,4.167571966E0
1.445301392E2,7.244042382E-2,2.303191933E-1,4.215593979E0
1.445401252E2,3.481128144E-1,2.050910890E-3,4.000367326E0
1.445501112E2,4.855582695E-1,-3.054143992E-1,3.565391784E0
1.445600962E2,5.234573632E-1,-6.929470950E-1,2.934812846E0
1.445700822E2,5.307170469E-1,-1.091729249E0,2.195891433E0
1.445800682E2,5.476248192E-1,-1.389931108E0,1.472583255E0
1.445900542E2,5.784389513E-1,-1.560670974E0,8.450524700E-1
1.446000392E2,5.691177221E-1,-1.639190310E0,2.462315136E-1
1.446100252E2,5.271963653E-1,-1.681365984E0,-3.655790323E-1
1.446200112E2,4.651425699E-1,-1.699809271E0,-9.485698217E-1
1.446299972E2,3.923975427E-1,-1.587571090E0,-1.340654283E0
1.446399822E2,1.707658501E-1,-1.327178497E0,-1.664406427E0
1.446499682E2,-1.751477900E-1,-1.090013384E0,-1.962426730E0
1.446599542E2,-5.557518277E-1,-8.812742168E-1,-2.016701755E0
1.446699402E2,-8.758527515E-1,-6.555605829E-1,-1.973373887E0
1.446799252E2,-1.043987903E0,-4.890377283E-1,-1.982284459E0
1.446899112E2,-1.101459601E0,-3.617760032E-1,-1.969693065E0
1.446998972E2,-1.050004541E0,-2.737455869E-1,-1.978071540E0
1.447098832E2,-9.184482557E-1,-3.058146411E-1,-2.046331351E0
1.447198682E2,-7.264065441E-1,-4.550443554E-1,-2.159281431E0
1.447298542E2,-4.889746149E-1,-5.929211158E-1,-2.239621589E0
1.447398402E2,-1.807376551E-1,-6.550302404E-1,-2.323936685E0
1.447498262E2,1.917538094E-1,-6.521089715E-1,-2.345008296E0
1.447598112E2,5.524234463E-1,-6.625094140E-1,-2.239582998E0
1.447697972E2,9.013197877E-1,-6.991012895E-1,-2.045645472E0
1.447797832E2,1.141024858E0,-6.801171345E-1,-1.792731761E0
1.447897692E2,1.197822592E0,-6.679303676E-1,-1.587588047E0
1.447997542E2,1.022125017E0,-6.500373030E-1,-1.449783792E0
1.448097402E2,7.941748964E-1,-5.282339537E-1,-1.374251799E0
1.448197262E2,5.655698144E-1,-2.569544300E-1,-1.140665474E0
1.448297112E2,3.007085235E-1,3.090662777E-2,-1.039466543E0
1.448396972E2,7.393913828E-2,2.187975472E-1,-1.189425405E0
1.448496832E2,-1.204571375E-1,3.789902061E-1,-1.418394769E0
1.448596692E2,-2.181620645E-1,6.299778450E-1,-1.637273008E0
1.448696542E2,-1.470988793E-1,9.089274538E-1,-1.834329438E0
1.448796402E2,3.705568766E-2,1.115721252E0,-1.978238186E0
1.448896262E2,1.940710792E-1,1.265347407E0,-2.058756099E0
1.448996122E2,3.903560605E-1,1.387382306E0,-2.005126607E0
1.449095972E2,5.683865278E-1,1.520981244E0,-1.823441337E0
1.449195832E2,6.967058314E-1,1.623876452E0,-1.528886679E0
1.449295692E2,7.291931809E-1,1.736904885E0,-1.080806943E0
1.449395552E2,6.597987910E-1,1.826291855E0,-5.451195431E-1
1.449495402E2,5.780730618E-1,1.897665308E0,1.210081279E-1
1.449595262E2,5.110876516E-1,2.008362456E0,7.587025434E-1
1.449695122E2,5.365574652E-1,2.152586369E0,1.416065238E0
1.449794982E2,5.950169771E-1,2.251977925E0,2.106920784E0
1.449894832E2,6.264821602E-1,2.314964132E0,2.788537729E0
1.449994692E2,5.756157694E-1,2.244651364E0,3.347929156E0
1.450094552E2,4.280409633E-1,2.041086398E0,3.695965372E0
1.450194412E2,2.375628337E-1,1.824732987E0,3.796182556E0
1.450294262E2,1.242900239E-1,1.616237065E0,3.661514747E0
1.450394122E2,3.233333697E-2,1.561377318E0,3.388450946E0
1.450493982E2,-1.058249189E-1,1.660716834E0,2.992213207E0
1.450593832E2,-2.115103816E-1,1.839576729E0,2.658644757E0
1.450693692E2,-3.122145648E-1,2.031526201E0,2.418260459E0
1.450793552E2,-3.763324273E-1,2.193611603E0,2.272125092E0
1.450893412E2,-4.899770104E-1,2.233973179E0,2.253325124E0
1.450993263E2,-6.419657334E-1,2.111234275E0,2.403173473E0
1.451093123E2,-7.726099265E-1,1.829024259E0,2.672249474E0
1.451192983E2,-8.360590138E-1,1.390478992E0,3.022203577E0
1.451292843E2,-8.500693810E-1,7.164020312E-1,3.326542380E0
1.451392693E2,-7.658057410E-1,-5.535383642E-2,3.546636840E0
1.451492553E2,-5.932834239E-1,-7.132731861E-1,3.583238656E0
1.451592413E2,-3.673620676E-1,-1.328231288E0,3.246758877E0
1.451692273E2,-2.173829596E-1,-1.909648592E0,2.596510490E0
1.451792123E2,-7.459621000E-2,-2.390656924E0,1.749181114E0
1.451891983E2,7.061288570E-2,-2.715931683E0,7.382519066E-1
1.451991843E2,2.126562897E-1,-2.931354218E0,-2.672440678E-1
1.452091703E2,3.311678027E-1,-2.993235301E0,-1.181025295E0
1.452191553E2,4.344095679E-1,-2.972774724E0,-1.894006705E0
1.452291413E2,5.583311807E-1,-2.923235943E0,-2.421483445E0
1.452391273E2,6.500596686E-1,-2.814896978E0,-2.688570222E0
1.452491133E2,6.944368925E-1,-2.703353738E0,-2.739521690E0
1.452590983E2,5.873522276E-1,-2.542285751E0,-2.555896899E0
1.452690843E2,3.164700587E-1,-2.379022134E0,-2.163092061E0
1.452790703E2,5.680206383E-2,-2.297041832E0,-1.622288348E0
1.452890553E2,3.298695747E-2,-2.245789232E0,-1.162286139E0
1.452990413E2,2.232966873E-1,-2.078293401E0,-8.405542070E-1
1.453090273E2,4.090423730E-1,-1.869545463E0,-5.793631768E-1
1.453190133E2,5.175727985E-1,-1.676240607E0,-4.792079741E-1
1.453289983E2,5.183388203E-1,-1.445948603E0,-5.294595301E-1
1.453389843E2,5.757277436E-1,-1.236235875E0,-7.443330109E-1
1.453489703E2,7.313133813E-1,-1.076946026E0,-9.631065845E-1
1.453589563E2,8.803001437E-1,-9.219088572E-1,-1.029098845E0
1.453689413E2,9.790920682E-1,-8.312477785E-1,-1.080335657E0
1.453789273E2,9.957069314E-1,-7.144046223E-1,-8.814589888E-1
1.453889133E2,8.252771135E-1,-5.898080581E-1,-5.838433135E-1
1.453988993E2,5.963469629E-1,-5.478361595E-1,-3.903402364E-1
1.454088843E2,3.591042642E-1,-6.435129797E-1,-4.230928302E-1
1.454188703E2,1.065298738E-1,-7.164341909E-1,-6.587812293E-1
1.454288563E2,-3.100604871E-2,-6.881143713E-1,-9.416426253E-1
1.454388423E2,-1.055987047E-1,-5.887602371E-1,-1.273215421E0
1.454488273E2,-2.348328601E-1,-3.720057070E-1,-1.454342281E0
1.454588133E2,-2.136585207E-1,-6.891352952E-2,-1.369748273E0
1.454687993E2,-1.253730835E-1,1.589916408E-1,-1.099958328E0
1.454787853E2,-1.740935188E-1,1.935071701E-1,-7.509549826E-1
1.454887703E2,-3.836668823E-1,5.203904986E-2,-4.594467241E-1
1.454987563E2,-5.233058838E-1,-1.479889351E-1,-3.250122195E-1
1.455087423E2,-5.181768890E-1,-2.647350276E-1,-3.219792688E-1
1.455187273E2,-4.860300302E-1,-3.762028384E-1,-4.715416896E-1
1.455287133E2,-4.430710484E-1,-4.868286502E-1,-7.544703287E-1
1.455386993E2,-3.477425395E-1,-5.127078420E-1,-1.004886110E0
1.455486853E2,-1.831229719E-1,-4.581340241E-1,-1.192859475E0
1.455586703E2,-1.820895131E-2,-3.232954770E-1,-1.183975800E0
1.455686563E2,2.913357840E-2,-1.093674910E-1,-8.409547412E-1
1.455786423E2,5.847016482E-2,1.027244693E-1,-4.520125741E-1
1.455886283E2,4.316478549E-2,3.284328407E-1,1.138277471E-2
1.455986133E2,6.156211764E-2,4.019370192E-1,4.346948755E-1
1.456085993E2,8.339158265E-2,3.438607192E-1,7.196355414E-1
1.456185853E2,2.724226909E-2,3.172927254E-1,9.594538289E-1
1.456285713E2,-2.988506438E-2,3.509715182E-1,1.033519925E0
1.456385563E2,1.783068214E-2,4.548332709E-1,1.033364389E0
1.456485423E2,7.693497749E-2,6.834956557E-1,1.047404138E0
1.456585283E2,2.384487234E-2,1.070109462E0,1.127955381E0
1.456685143E2,-1.808603735E-1,1.479063140E0,1.182364308E0
1.456784993E2,-4.407758701E-1,1.812191879E0,1.183220340E0
1.456884853E2,-6.168621017E-1,2.160325744E0,1.266568891E0
1.456984713E2,-8.440900183E-1,2.523486367E0,1.387253083E0
1.457084573E2,-1.119479404E0,2.738737578E0,1.561633426E0
1.457184423E2,-1.419111637E0,2.767188376E0,1.906567109E0
1.457284283E2,-1.709426772E0,2.740271888E0,2.368350381E0
1.457384143E2,-1.886223477E0,2.586635127E0,2.830515475E0
1.457483993E2,-1.951203146E0,2.299133965E0,3.217100630E0
1.457583853E2,-1.866283886E0,1.934384068E0,3.493002085E0
1.457683713E2,-1.587988873E0,1.455312334E0,3.507750517E0
1.457783573E2,-1.274365276E0,9.338202202E-1,3.265576971E0
1.457883423E2,-1.074075993E0,3.036248589E-1,2.639285211E0
1.457983283E2,-9.853419377E-1,-3.402921635E-1,1.676568051E0
1.458083143E2,-8.989454526E-1,-7.946500558E-1,6.464588070E-1
1.458183003E2,-6.712993871E-1,-9.960544753E-1,-2.539287883E-1
1.458282853E2,-4.097796703E-1,-1.038591800E0,-1.068320214E0
1.458382713E2,-2.553523660E-1,-1.133772191E0,-1.844129956E0
1.458482573E2,-1.908241752E-1,-1.299772890E0,-2.558817583E0
1.458582433E2,-1.532094754E-1,-1.304869907E0,-3.098295733E0
1.458682283E2,-1.640133758E-1,-1.089464330E0,-3.402410588E0
1.458782143E2,-1.878441417E-1,-7.672026408E-1,-3.427454213E0
1.458882003E2,-2.565538227E-1,-4.819310224E-1,-3.249714645E0
1.458981863E2,-4.703282462E-1,-2.691403198E-1,-2.857583406E0
1.459081713E2,-6.849732471E-1,-1.781412721E-1,-2.446549289E0
1.459181573E2,-7.073359233E-1,-9.792858303E-2,-2.096530867E0
1.459281433E2,-6.354716695E-1,-5.574910820E-2,-1.787694969E0
1.459381283E2,-4.888676474E-1,-1.279657298E-1,-1.515331664E0
1.459481143E2,-3.147139572E-1,-2.798132426E-1,-1.340435012E0
1.459581003E2,8.693567142E-3,-4.021510273E-1,-1.328949326E0
1.459680863E2,3.722784065E-1,-4.507624394E-1,-1.392950025E0
1.459780713E2,5.910209899E-1,-3.833919901E-1,-1.518402622E0
1.459880573E2,7.763595998E-1,-3.225961500E-1,-1.649415336E0
1.459980433E2,9.248827511E-1,-2.679515809E-1,-1.633170601E0
1.460080293E2,1.098640512E0,-1.843995470E-1,-1.521533806E0
1.460180143E2,1.318510877E0,-9.263159037E-2,-1.365380403E0
1.460280003E2,1.504867779E0,-2.791460752E-2,-1.145915689E0
1.460379863E2,1.629280156E0,-5.990121603E-2,-9.319116890E-1
1.460479723E2,1.703205188E0,-1.286995554E-1,-7.644585425E-1
1.460579573E2,1.807697271E0,-1.817133361E-1,-4.557898754E-1
1.460679433E2,1.819463769E0,-1.231990796E-1,-4.368454814E-2
1.460779293E2,1.651663882E0,-7.915960550E-3,2.162890917E-1
1.460879153E2,1.325742421E0,2.286898667E-1,3.695878834E-1
1.460978998E2,9.858850709E-1,5.516900593E-1,3.507703739E-1
1.461078858E2,7.007572941E-1,8.043166727E-1,1.589834547E-1
1.461178718E2,5.133940127E-1,9.952621776E-1,-3.664683938E-2
1.461278578E2,4.414603963E-1,1.190263311E0,-2.380992061E-1
1.461378428E2,4.358862457E-1,1.329160411E0,-3.994104373E-1
1.461478288E2,2.662061870E-1,1.391371862E0,-5.692013007E-1
1.461578148E2,-9.056569599E-2,1.328143580E0,-7.218802875E-1
1.461677998E2,-3.904090874E-1,1.148058693E0,-7.650619751E-1
1.461777858E2,-5.338578057E-1,1.049727237E0,-5.217949998E-1
1.461877718E2,-6.055429155E-1,1.057592912E0,9.022604585E-2
1.461977578E2,-6.907824558E-1,9.755816191E-1,8.153287339E-1
1.462077428E2,-9.851891792E-1,7.827731913E-1,1.369258277E0
1.462177288E2,-1.560784264E0,3.703234631E-1,1.632948992E0
