"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.479104246E1,-2.429769388E0,3.225914723E-1,9.560296994E-1
9.480102746E1,-3.129554948E0,2.871316177E-1,1.665477637E0
9.481101346E1,-3.877901487E0,5.532518506E-2,2.340483136E0
9.482099946E1,-4.557662526E0,-1.058117992E-1,2.763184787E0
9.483098546E1,-4.918758498E0,-8.600143254E-2,2.751532456E0
9.484097046E1,-4.784384513E0,7.792818189E-2,2.239523356E0
9.485095646E1,-4.326282648E0,1.469452071E-1,1.550897938E0
9.486094246E1,-3.722282521E0,1.031782132E-1,7.804173481E-1
9.487092846E1,-3.008541557E0,3.259939671E-2,-2.633644402E-2
9.488091446E1,-2.200582362E0,6.683367491E-4,-8.370400304E-1
9.489089946E1,-1.473683555E0,-6.973272443E-2,-1.588016063E0
9.490088546E1,-9.914914544E-1,-1.495594972E-1,-2.156621532E0
9.491087146E1,-6.583372794E-1,-1.665304559E-1,-2.260900776E0
9.492085746E1,-5.390235284E-1,-1.126629817E-1,-1.967427853E0
9.493084246E1,-5.309835338E-1,-2.845956802E-2,-1.126990591E0
9.494082846E1,-6.787814842E-1,4.869151890E-2,-3.186358309E-1
9.495081446E1,-7.366601484E-1,1.533666193E-2,2.199640667E-1
9.496080046E1,-7.265864921E-1,-5.306874454E-2,7.356346929E-1
9.497078546E1,-5.703629963E-1,1.012737751E-3,1.015190658E0
9.498077146E1,-2.064998294E-1,1.075460833E-1,9.703746736E-1
9.499075746E1,2.977484071E-1,1.678940266E-1,7.855471104E-1
9.500074346E1,7.548252547E-1,1.901075989E-1,6.254696417E-1
9.501072846E1,1.099281001E0,1.941684902E-1,4.576317483E-1
9.502071446E1,1.333194112E0,2.319441345E-1,7.546410674E-1
9.503070046E1,1.389044378E0,2.842159036E-1,6.426399904E-1
9.504068646E1,1.429190483E0,2.996145460E-1,1.884107369E-1
9.505067171E1,1.480334617E0,3.328053886E-1,-1.742826945E-1
9.506065771E1,1.666253563E0,3.776590875E-1,-5.001690727E-1
9.507064371E1,1.897974333E0,4.494807297E-1,-8.492870235E-1
9.508062971E1,2.222180514E0,4.444357520E-1,-1.161881511E0
9.509061571E1,2.518941327E0,4.403017706E-1,-1.318989764E0
9.510060071E1,2.634111010E0,4.568695638E-1,-1.404150952E0
9.511058671E1,2.422649087E0,3.874736390E-1,-1.432959014E0
9.512057271E1,2.107578888E0,2.719768041E-1,-1.352320647E0
9.513055871E1,1.847001962E0,4.006076548E-1,-6.655716008E-1
9.514054371E1,1.990091076E0,6.925655642E-1,1.186859062E0
9.515052971E1,1.826785652E0,9.845220119E-1,2.373077270E0
9.516051571E1,1.574292648E0,9.957229382E-1,2.540308807E0
9.517050171E1,1.154148276E0,7.620415959E-1,2.238226444E0
9.518048671E1,9.334452675E-1,5.139725947E-1,1.970544419E0
9.519047271E1,1.129907693E0,3.191688046E-1,1.463743435E0
9.520045871E1,1.583048561E0,1.434909645E-1,6.200668144E-1
9.521044471E1,1.888878112E0,-7.931017131E-2,-3.232954770E-1
9.522042971E1,1.897438729E0,-2.823439175E-1,-1.179854098E0
9.523041571E1,1.775038379E0,-3.037280622E-1,-1.850009916E0
9.524040171E1,1.559061821E0,-1.095578179E-1,-2.282495713E0
9.525038771E1,1.161429521E0,2.262308201E-1,-2.367535864E0
9.526037371E1,7.105768888E-1,6.490041000E-1,-1.929662442E0
9.527035871E1,8.436178556E-1,7.990316668E-1,-1.105558206E0
9.528034471E1,8.387971918E-1,8.876643464E-1,-1.951777196E-1
9.529033071E1,5.777727342E-1,1.072614409E0,8.675250739E-1
9.530031671E1,4.258341145E-1,1.079687493E0,1.840746757E0
9.531030171E1,1.577686957E-1,7.149642009E-1,2.625250724E0
9.532028771E1,-1.750365285E-1,7.425846934E-2,3.246870559E0
9.533027371E1,-3.703306990E-1,-6.295629850E-1,3.438629996E0
9.534025971E1,-2.718757569E-1,-1.277480965E0,3.327422971E0
9.535024471E1,1.033490250E-1,-1.648295886E0,3.054162703E0
9.536023071E1,6.079308452E-1,-1.675589812E0,2.527677067E0
9.537021671E1,1.162432173E0,-1.365467235E0,1.868171368E0
9.538020271E1,1.655637212E0,-9.653837827E-1,1.259228881E0
9.539018771E1,1.803899066E0,-5.807618308E-1,7.144964236E-1
9.540017371E1,1.415747734E0,-2.341710466E-1,2.668102044E-1
9.541015971E1,7.120536031E-1,-4.161755741E-3,7.806500673E-2
9.542014571E1,-4.061770180E-2,1.905359074E-1,1.589138728E-1
9.543013071E1,-7.088064250E-1,3.788297001E-1,3.710338998E-1
9.544011671E1,-1.174284406E0,4.752084786E-1,5.658906072E-1
9.545010271E1,-1.446287595E0,4.808738458E-1,6.301123309E-1
9.546008871E1,-1.548358638E0,4.188764030E-1,5.396488881E-1
9.547007471E1,-1.409096380E0,3.545201933E-1,2.236875737E-1
9.548005971E1,-1.130832211E0,3.935711154E-1,-2.609512943E-1
9.549004571E1,-8.460860384E-1,4.284769464E-1,-8.603470320E-1
9.550003171E1,-6.388933870E-1,4.371331644E-1,-1.455422847E0
9.551001771E1,-4.269510789E-1,4.453511336E-1,-1.788766764E0
9.552000271E1,-1.569573214E-1,4.169400975E-1,-1.925571145E0
9.552998871E1,1.648267235E-1,3.202984866E-1,-1.977018456E0
9.553997471E1,4.758084760E-1,2.552201459E-1,-1.896021071E0
9.554996071E1,8.203191863E-1,2.462192345E-1,-1.755278006E0
9.555994571E1,9.313236053E-1,2.912726158E-1,-1.599560221E0
9.556993171E1,6.822757803E-1,3.538202816E-1,-1.459228799E0
9.557991771E1,2.834126789E-1,4.743886989E-1,-1.403429990E0
9.558990371E1,-1.190001210E-1,5.953757769E-1,-1.369453574E0
9.559988871E1,-5.141141704E-1,6.875372511E-1,-1.290207430E0
9.560987471E1,-8.077098119E-1,7.785962328E-1,-1.222749272E0
9.561986071E1,-9.177016394E-1,8.345532095E-1,-1.111920562E0
9.562984671E1,-7.999029750E-1,8.061041665E-1,-1.099160768E0
9.563983171E1,-4.902740124E-1,7.196507442E-1,-1.170356466E0
9.564981771E1,-1.596896887E-1,6.190163621E-1,-1.304426104E0
9.565980371E1,1.068039620E-1,5.101640108E-1,-1.256290655E0
9.566978971E1,2.476987993E-1,4.277735263E-1,-1.037518836E0
9.567977471E1,3.462990447E-1,3.873417842E-1,-7.391582251E-1
9.568976071E1,3.758228425E-1,2.921330336E-1,-3.984263510E-1
9.569974671E1,2.057929742E-1,1.184768683E-1,-1.841358376E-1
9.570973271E1,-9.487304740E-2,-9.368672043E-2,6.862877011E-3
9.571971871E1,-4.453235786E-1,-2.531394142E-1,1.092423606E-1
9.572970371E1,-7.844134084E-1,-3.568579102E-1,9.259358346E-2
9.573968971E1,-1.039612870E0,-5.309838992E-1,-3.723565400E-2
9.574967571E1,-9.998552386E-1,-5.930161330E-1,-2.783414984E-1
9.575966171E1,-7.836017418E-1,-5.765410182E-1,-5.665215218E-1
9.576964671E1,-7.405805603E-1,-5.291408569E-1,-8.646733868E-1
9.577963271E1,-6.699931191E-1,-2.736689883E-1,-1.083336448E0
9.578961871E1,-3.617206009E-1,4.617575437E-2,-1.114864050E0
9.579960471E1,-4.181658201E-2,2.974794352E-1,-7.768271577E-1
9.580958971E1,-1.936751314E-2,3.657953793E-1,8.254748225E-2
9.581957571E1,-2.828889876E-1,2.234186018E-1,1.029723328E0
9.582956171E1,-5.754046118E-1,-1.834306633E-1,1.696564359E0
9.583954771E1,-9.280760618E-1,-6.782966039E-1,2.149869753E0
9.584953271E1,-1.222022098E0,-9.153076431E-1,2.471452580E0
9.585951871E1,-1.317631602E0,-9.290825137E-1,2.587466016E0
9.586950471E1,-1.133406302E0,-6.987946030E-1,2.407514446E0
9.587949071E1,-8.394238671E-1,-3.879080871E-1,2.010200821E0
9.588947671E1,-6.605719391E-1,-2.541869429E-1,1.489934283E0
9.589946171E1,-5.146720314E-1,-2.534969714E-1,9.968204606E-1
9.590944771E1,-4.033819028E-1,-2.878961411E-1,6.070111513E-1
9.591943371E1,-1.987779234E-1,-3.110145700E-1,2.299101806E-1
9.592941971E1,1.203420478E-1,-4.057192907E-1,-2.466735631E-1
9.593940471E1,3.705571690E-1,-5.182346302E-1,-3.480379701E-1
9.594939071E1,3.464239924E-1,-6.176276484E-1,2.909761620E-1
9.595937671E1,6.177285494E-2,-7.438552934E-1,1.171353416E0
9.596936271E1,-8.444802834E-2,-8.610712096E-1,1.828553558E0
9.597934771E1,-1.617893873E-1,-8.699773961E-1,2.345735689E0
9.598933371E1,-1.424475654E-1,-7.784754878E-1,2.435033197E0
9.599931971E1,4.220961083E-2,-5.947705901E-1,2.155650895E0
9.600930571E1,1.356205300E-1,-2.723878634E-1,1.596572294E0
9.601929071E1,2.394621921E-1,3.136241823E-2,8.858432311E-1
9.602927671E1,3.702338180E-1,1.640062129E-1,1.847609049E-1
9.603926271E1,3.992681307E-1,2.517460227E-1,-3.280434161E-1
9.604924808E1,4.374677713E-1,2.376404920E-1,-8.766888303E-1
9.605923308E1,8.598837863E-1,1.475588724E-1,-1.427452691E0
9.606921908E1,1.469394330E0,7.338167936E-2,-1.822413397E0
9.607920508E1,1.948499978E0,-7.478501111E-2,-2.051308501E0
9.608919108E1,2.211082791E0,-2.551882786E-1,-2.098559850E0
9.609917608E1,2.195481835E0,-3.859007379E-1,-1.994076539E0
9.610916208E1,1.890043463E0,-4.062765303E-1,-1.672196673E0
9.611914808E1,1.217963107E0,-1.883967036E-1,-1.179878072E0
9.612913408E1,5.146784998E-1,1.996423611E-1,-8.847433698E-1
9.613912008E1,-9.129387533E-2,6.222603974E-1,-8.934574753E-1
9.614910508E1,-5.554560316E-1,1.060217727E0,-8.936381543E-1
9.615909108E1,-8.135579778E-1,1.427084316E0,-6.604605496E-1
9.616907708E1,-9.638795865E-1,1.564204739E0,-3.607071322E-1
9.617906308E1,-9.549314462E-1,1.441355908E0,2.134128463E-1
9.618904808E1,-7.878122487E-1,1.333560733E0,7.374759811E-1
9.619903408E1,-4.032114199E-1,1.377701364E0,1.071456075E0
9.620902008E1,-5.262139234E-1,1.417942779E0,9.472781718E-1
9.621900608E1,-5.715847720E-1,1.273425628E0,5.302576751E-1
9.622899108E1,-2.374883913E-1,8.675674662E-1,-7.679849982E-2
9.623897708E1,2.240065027E-1,4.613912156E-1,-7.304452890E-1
9.624896308E1,7.409487156E-1,2.652001736E-1,-1.310525334E0
9.625894908E1,1.072625007E0,3.677234986E-1,-1.728442794E0
9.626893408E1,1.198820273E0,6.656762660E-1,-1.783363937E0
9.627892008E1,1.082812830E0,1.047460856E0,-1.537034190E0
9.628890608E1,7.990141983E-1,1.218277321E0,-1.323934754E0
9.629889208E1,5.286053981E-1,9.909802616E-1,-8.305624849E-1
9.630887808E1,4.181725444E-1,4.233226258E-1,-4.991563350E-1
9.631886308E1,6.485904095E-1,-4.159077716E-1,-4.745068127E-1
9.632884908E1,1.018471823E0,-1.279706415E0,-5.926708549E-1
9.633883508E1,1.533795417E0,-1.894585872E0,-6.021363276E-1
9.634882108E1,2.307242592E0,-2.004757648E0,-4.697986346E-1
9.635880608E1,2.916671567E0,-1.701173719E0,-2.534206653E-1
9.636879208E1,3.013214067E0,-1.092782040E0,1.246538669E-1
9.637877808E1,2.517811352E0,-3.509779501E-1,6.979827172E-1
9.638876408E1,1.777000266E0,3.276317722E-1,1.276930742E0
9.639874908E1,9.088484433E-1,8.971216330E-1,1.860643077E0
9.640873508E1,-7.258623876E-3,1.285778456E0,2.858166958E0
9.641872108E1,-6.358211137E-1,1.454850112E0,3.515368270E0
9.642870708E1,-9.414575610E-1,1.348006572E0,3.747606812E0
9.643869208E1,-9.590342912E-1,1.060234099E0,3.607736735E0
9.644867808E1,-5.633494073E-1,7.915944470E-1,3.246370622E0
9.645866408E1,1.451057462E-1,6.085163708E-1,2.655125903E0
9.646865008E1,7.880253066E-1,5.333230779E-1,2.060327831E0
9.647863508E1,1.134478243E0,5.209907153E-1,1.702136756E0
9.648862108E1,1.153661788E0,5.697173175E-1,1.491607171E0
9.649860708E1,8.720578355E-1,7.509795409E-1,1.333640547E0
9.650859308E1,2.594197623E-1,9.707434867E-1,1.026223184E0
9.651857908E1,-2.836762056E-1,1.083097005E0,5.693971825E-1
9.652856408E1,-6.064198516E-1,1.161175606E0,-1.844562650E-2
9.653855008E1,-7.065064227E-1,1.260901331E0,-6.159433579E-1
9.654853608E1,-7.071629919E-1,1.331741079E0,-1.174253050E0
9.655852208E1,-6.769980834E-1,1.291241217E0,-1.654039899E0
9.656850708E1,-6.554863963E-1,1.141341412E0,-1.928191867E0
9.657849308E1,-6.146293424E-1,9.769127378E-1,-1.980755997E0
9.658847908E1,-6.046713880E-1,8.085398242E-1,-1.873116358E0
9.659846508E1,-5.617727787E-1,6.478758797E-1,-1.806658659E0
9.660845008E1,-5.060037169E-1,5.587885791E-1,-1.793100720E0
9.661843608E1,-4.262067283E-1,5.029418224E-1,-1.726116187E0
9.662842208E1,-3.050822408E-1,4.866508949E-1,-1.712364120E0
9.663840808E1,-1.788494795E-1,4.872993511E-1,-1.672459213E0
9.664839308E1,-1.738977284E-1,3.682985723E-1,-1.566507080E0
9.665837908E1,-1.952171883E-1,1.729416355E-1,-1.467587979E0
9.666836508E1,-1.360024354E-1,5.901594758E-3,-1.355218527E0
9.667835108E1,-1.478361401E-1,-5.026558936E-2,-1.044416211E0
9.668833708E1,-2.579327058E-1,-6.189014643E-2,-6.498338199E-1
9.669832208E1,-3.529439302E-1,-2.255958125E-1,-3.548184013E-1
9.670830808E1,-3.726615454E-1,-5.312733364E-1,-2.545597029E-1
9.671829408E1,-4.247210970E-1,-7.339410469E-1,-4.300422460E-1
9.672828008E1,-4.244667066E-1,-8.603043473E-1,-6.274424922E-1
9.673826508E1,-4.290913791E-1,-8.137005767E-1,-7.295325387E-1
9.674825108E1,-4.334860367E-1,-6.811284104E-1,-6.791049814E-1
9.675823708E1,-4.615648048E-1,-5.229001236E-1,-4.268315399E-1
9.676822308E1,-5.643432513E-1,-4.541161099E-1,5.811021388E-2
9.677820808E1,-7.663622497E-1,-4.907655805E-1,4.606652838E-1
9.678819408E1,-1.039335273E0,-6.177326059E-1,8.892316926E-1
9.679818008E1,-1.355164441E0,-8.875994423E-1,1.228958430E0
9.680816608E1,-1.440981978E0,-1.144899150E0,1.376414099E0
9.681815108E1,-1.205133877E0,-1.297805009E0,1.531374085E0
9.682813708E1,-7.493702410E-1,-1.213310696E0,1.693288164E0
9.683812308E1,-2.566982489E-1,-9.807435411E-1,1.885268626E0
9.684810908E1,1.453654356E-1,-6.843154353E-1,2.152779912E0
9.685809408E1,3.374076224E-1,-3.291362607E-1,2.394668698E0
9.686808008E1,2.150867945E-1,-1.554248393E-2,2.503393580E0
9.687806608E1,-1.878120551E-1,9.686672866E-2,2.510871584E0
9.688805208E1,-7.317100418E-1,1.721624941E-2,2.330564504E0
9.689803808E1,-1.120687146E0,-1.420531341E-1,2.017370092E0
9.690802308E1,-1.246266773E0,-2.500248948E-1,1.636143910E0
9.691800908E1,-1.168553184E0,-2.533335418E-1,1.277552885E0
9.692799508E1,-9.459904687E-1,-1.956335101E-1,9.502462184E-1
9.693798108E1,-7.304335946E-1,-1.725785235E-1,6.154293877E-1
9.694796608E1,-5.474948283E-1,-2.661594093E-1,3.055620414E-1
9.695795208E1,-3.744036502E-1,-4.133800203E-1,-1.678606975E-1
9.696793808E1,-1.422761780E-1,-4.592116660E-1,-7.792783105E-1
9.697792408E1,2.915862093E-2,-4.015189433E-1,-1.423105286E0
9.698790908E1,9.483071904E-2,-3.040490744E-1,-2.073349580E0
9.699789508E1,1.867886645E-2,-1.739265990E-1,-2.735107042E0
9.700788108E1,-1.676552044E-1,-9.919801354E-4,-3.352345558E0
9.701786708E1,-3.480672792E-1,1.969859710E-1,-3.734858712E0
9.702785208E1,-6.303985521E-1,2.404869166E-1,-4.125284902E0
9.703783808E1,-4.679766057E-1,3.340678024E-1,-3.853908607E0
9.704782471E1,-1.350041695E-2,5.189272329E-1,-3.501833720E0
9.705781071E1,3.509296375E-1,6.417804497E-1,-2.878450949E0
9.706779671E1,6.362289570E-1,4.953986219E-1,-1.780305258E0
9.707778171E1,8.748120202E-1,1.840282488E-1,-8.275786507E-1
9.708776771E1,1.033501945E0,-1.051881936E-1,-2.381974393E-1
9.709775371E1,1.034071975E0,-2.005241212E-1,1.718081528E-1
9.710773971E1,9.085142018E-1,-1.092885536E-1,6.131817180E-1
9.711772471E1,7.121003077E-1,6.790166885E-2,6.668936563E-1
9.712771071E1,4.882071679E-1,4.146895042E-1,1.804766500E-1
9.713769671E1,5.040283447E-2,3.333319303E-1,-5.882334030E-1
9.714768271E1,-9.457483940E-1,1.124577445E-1,-3.207203633E-1
9.715766771E1,-1.322306743E0,4.847993740E-1,-1.518007350E-1
9.716765371E1,-1.246440728E0,7.069333425E-1,-5.403862220E-1
9.717763971E1,-9.913666163E-1,7.867545605E-1,-3.269242591E-1
9.718762571E1,-4.164812373E-1,5.287701434E-1,-2.007606411E-1
9.719761071E1,1.202396576E-1,3.478952980E-1,5.420041466E-1
9.720759671E1,3.502565133E-1,3.931591791E-1,1.413291319E0
9.721758271E1,4.638375810E-1,3.100465634E-1,2.055841262E0
9.722756871E1,1.213607516E-1,1.813665962E-1,2.922869908E0
9.723755371E1,-2.545850104E-1,-8.279481947E-2,2.813199531E0
9.724753971E1,-6.657158808E-1,-2.832818109E-1,2.558277885E0
9.725752571E1,-8.973276012E-1,-2.508031592E-1,1.901106395E0
9.726751171E1,-3.263359926E-1,-1.147372815E-1,9.237220788E-1
9.727749771E1,1.009667670E0,-2.872409606E-1,-1.509868026E-1
9.728748271E1,1.540326464E0,-7.309636447E-1,-1.074296653E0
9.729746871E1,1.701021399E0,-7.861593139E-1,-1.596503296E0
9.730745471E1,1.604136544E0,-2.839203268E-1,-1.765498354E0
9.731744071E1,1.390595059E0,3.396100858E-1,-1.463594915E0
9.732742571E1,1.026518250E0,8.378229725E-1,-9.560302842E-1
9.733741171E1,8.731555040E-1,1.219104410E0,-2.885630161E-1
9.734739771E1,7.295884527E-1,1.451101754E0,4.546672100E-1
9.735738371E1,4.815870599E-1,1.532113465E0,1.195023530E0
9.736736871E1,2.669917970E-1,1.486826488E0,1.720288267E0
9.737735471E1,-4.750435140E-2,1.439065261E0,2.051272833E0
9.738734071E1,-3.893543228E-1,1.452967893E0,2.084249375E0
9.739732671E1,-7.819382089E-1,1.613662536E0,1.794082468E0
9.740731171E1,-1.166024775E0,1.912079864E0,1.177424580E0
9.741729771E1,-1.387149149E0,2.179916547E0,4.590707481E-1
9.742728371E1,-1.337521637E0,2.321252228E0,-2.790811712E-1
9.743726971E1,-1.161756162E0,2.266919315E0,-9.433301318E-1
9.744725571E1,-9.517895179E-1,2.101913229E0,-1.486202590E0
9.745724071E1,-8.338559291E-1,1.924010523E0,-1.990844198E0
9.746722671E1,-8.140178613E-1,1.779925774E0,-2.423322979E0
9.747721271E1,-7.947751131E-1,1.697282105E0,-2.775691981E0
9.748719871E1,-7.136648764E-1,1.627754618E0,-3.030636431E0
9.749718371E1,-5.770398588E-1,1.557973069E0,-3.113324831E0
9.750716971E1,-5.039771450E-1,1.497342413E0,-3.096238098E0
9.751715571E1,-4.179192503E-1,1.494680760E0,-3.103658799E0
9.752714171E1,-3.274912928E-1,1.660878510E0,-2.982724931E0
9.753712671E1,-1.975751876E-1,1.827458667E0,-2.772893504E0
9.754711271E1,-1.096611309E-1,1.891484509E0,-2.491681023E0
9.755709871E1,-5.757197767E-2,1.904542511E0,-2.022063067E0
9.756708471E1,5.245047458E-2,1.888710882E0,-1.564839454E0
9.757706971E1,1.453753394E-1,1.866016376E0,-1.258806127E0
9.758705571E1,1.919444286E-1,1.823282001E0,-9.559069079E-1
9.759704171E1,2.579544501E-1,1.765258910E0,-5.450435293E-1
9.760702771E1,5.008956258E-1,1.672511253E0,-2.045291716E-1
9.761701271E1,9.062627314E-1,1.445246937E0,-5.363241613E-2
9.762699871E1,9.886476611E-1,1.261404922E0,9.215211868E-3
9.763698471E1,8.922381116E-1,1.427723124E0,1.587840647E-1
9.764697071E1,8.252847880E-1,1.915362783E0,3.625174302E-1
9.765695671E1,5.657544767E-1,2.486921681E0,6.205866319E-1
9.766694171E1,3.404829654E-1,2.876881557E0,8.494291109E-1
9.767692771E1,3.688523036E-1,2.818524590E0,1.041175100E0
9.768691371E1,9.351571130E-1,2.384564417E0,1.059935306E0
9.769689971E1,2.013883105E0,1.900064421E0,1.176522354E0
9.770688471E1,3.206154642E0,1.465694650E0,1.262103957E0
9.771687071E1,4.004758585E0,1.397460860E0,1.618705174E0
9.772685671E1,4.040797899E0,1.489655663E0,2.587798138E0
9.773684271E1,3.155835551E0,1.461796896E0,4.559023758E0
9.774682771E1,1.822841413E0,1.585618412E0,7.101925805E0
9.775681371E1,3.623336083E-1,1.478653834E0,8.862867424E0
9.776679971E1,-2.381589025E-1,1.360103291E0,9.500989271E0
9.777678571E1,-1.454238347E-1,1.045667515E0,9.243625828E0
9.778677071E1,-1.986611983E-1,4.173915026E-1,8.601805617E0
9.779675671E1,-4.834817405E-1,3.577209592E-2,7.391991556E0
9.780674271E1,-8.302422036E-1,4.808136195E-2,5.762132818E0
9.781672871E1,-1.083260654E0,2.673083872E-2,4.063102688E0
9.782671471E1,-9.697558189E-1,-2.299803472E-1,2.899054783E0
9.783669971E1,-6.587784518E-1,-4.897858796E-1,2.083113261E0
9.784668571E1,-3.444211383E-1,-7.492440873E-1,1.329486685E0
9.785667171E1,-9.518228288E-2,-1.020244406E0,6.822835279E-1
9.786665771E1,1.656067786E-1,-1.112634799E0,1.406214434E-1
9.787664271E1,3.415391553E-1,-1.242073150E0,-1.068490952E-1
9.788662871E1,4.639924591E-1,-1.340732051E0,-1.403945714E-1
9.789661471E1,5.308619482E-1,-1.437550540E0,-7.019582391E-3
9.790660071E1,5.162288525E-1,-1.538263274E0,1.869430858E-1
9.791658571E1,4.382429659E-1,-1.587566997E0,4.245429397E-1
9.792657171E1,2.710341416E-1,-1.523765103E0,5.508211631E-1
9.793655771E1,6.214323494E-2,-1.441904376E0,4.972852260E-1
9.794654371E1,-1.395280689E-1,-1.400273955E0,2.365818536E-1
9.795652871E1,-3.173416228E-1,-1.318864633E0,-1.065619969E-1
9.796651471E1,-4.876964867E-1,-1.167257734E0,-5.508533227E-1
9.797650071E1,-6.650900826E-1,-9.571590891E-1,-1.099067212E0
9.798648671E1,-7.681868003E-1,-8.713012058E-1,-1.597604912E0
9.799647271E1,-7.051277223E-1,-9.199225581E-1,-1.898769847E0
9.800645771E1,-5.215441908E-1,-9.810432109E-1,-2.243622839E0
9.801644371E1,-1.922821784E-1,-9.910445809E-1,-2.601756611E0
9.802642971E1,-2.296018130E-1,-1.001908415E0,-2.683982497E0
9.803641571E1,1.925075520E-1,-1.223512918E0,-3.094752905E0
9.804640058E1,2.808524755E-1,-1.283851506E0,-3.111506347E0
9.805638658E1,3.598812496E-1,-1.178347855E0,-3.041007053E0
9.806637258E1,3.827851587E-1,-8.261481294E-1,-2.846801725E0
9.807635858E1,5.568674399E-1,-4.517681605E-1,-2.382434569E0
9.808634358E1,7.545995522E-1,-3.015838882E-1,-2.082394053E0
9.809632958E1,5.072088646E-1,-1.890352196E-1,-1.854778905E0
9.810631558E1,3.732251804E-1,-1.144305950E-1,-1.708096823E0
9.811630158E1,3.551600980E-1,4.721392751E-2,-1.488250870E0
9.812628658E1,1.597152337E-1,1.800442484E-1,-1.231884962E0
9.813627258E1,4.741518136E-2,5.158939898E-2,-1.086950612E0
9.814625858E1,4.605778679E-3,-6.689010054E-2,-8.933475477E-1
9.815624458E1,1.302036237E-1,-6.720731199E-2,-5.538839346E-1
9.816623058E1,3.161814621E-1,-8.886919945E-2,-3.441203356E-1
9.817621558E1,3.766903866E-1,-1.414751369E-1,-7.051800549E-2
9.818620158E1,4.359660967E-1,-2.268690437E-1,2.567196643E-1
9.819618758E1,3.877205742E-1,-4.353272519E-1,3.656170392E-1
9.820617358E1,2.479580868E-1,-6.419684377E-1,3.913693464E-1
9.821615858E1,8.950234327E-2,-6.003035179E-1,5.882971376E-1
9.822614458E1,-9.375854982E-2,-2.010255200E-1,1.025005209E0
9.823613058E1,1.991305836E-2,-2.938050449E-2,1.548894682E0
9.824611658E1,6.353219077E-2,-1.080311099E-1,1.988328726E0
9.825610158E1,2.381417446E-2,-2.582536814E-1,2.172141797E0
9.826608758E1,2.175708745E-2,-4.491907078E-1,1.925469403E0
9.827607358E1,4.627786137E-2,-5.818046817E-1,1.230189269E0
9.828605958E1,-2.872762632E-2,-5.446389019E-1,2.913153005E-1
9.829604458E1,-4.700741116E-2,-2.424340394E-1,-5.291724318E-1
9.830603058E1,-3.684622943E-3,1.140265524E-1,-1.060497224E0
9.831601658E1,-1.560976345E-1,3.508870259E-1,-1.110000336E0
9.832600258E1,-4.831631038E-1,3.836679786E-1,-7.674587488E-1
9.833598858E1,-7.155089421E-1,2.727398658E-1,-2.657653069E-1
9.834597358E1,-7.306520612E-1,1.433035612E-1,4.062335533E-1
9.835595958E1,-6.140218898E-1,5.259541243E-2,9.959053713E-1
9.836594558E1,-4.528447060E-1,-8.763631403E-2,1.306977829E0
9.837593158E1,-3.784241956E-1,-1.823439583E-1,1.506706436E0
9.838591658E1,-4.668822628E-1,-2.420498773E-1,1.754099207E0
9.839590258E1,-5.061936052E-1,-3.091346902E-1,2.013494557E0
9.840588858E1,-3.940127995E-1,-4.983692998E-1,2.268116825E0
9.841587458E1,-1.698516013E-1,-8.072920284E-1,2.416429696E0
9.842585958E1,6.916810267E-2,-1.107843006E0,2.321179138E0
9.843584558E1,2.044201941E-1,-1.558807174E0,2.031855984E0
9.844583158E1,3.414555401E-1,-2.094535504E0,1.521795176E0
9.845581758E1,4.994986164E-1,-2.471849021E0,9.004601008E-1
9.846580258E1,6.090635240E-1,-2.527499896E0,4.169152468E-1
9.847578858E1,5.128430589E-1,-2.323813016E0,2.925069630E-2
9.848577458E1,1.771289729E-1,-1.996815082E0,-2.424097735E-1
9.849576058E1,-2.369625805E-1,-1.685427752E0,-4.305158705E-1
9.850574658E1,-6.064534000E-1,-1.370100276E0,-6.236640215E-1
9.851573158E1,-8.618073741E-1,-1.121919593E0,-8.592699748E-1
9.852571758E1,-1.035506297E0,-9.712087789E-1,-1.181087276E0
9.853570358E1,-1.022154253E0,-8.334007233E-1,-1.437903419E0
9.854568958E1,-8.439839644E-1,-6.822367501E-1,-1.489117427E0
9.855567458E1,-5.285406402E-1,-6.073035121E-1,-1.481147087E0
9.856566058E1,-1.545649331E-1,-5.668483812E-1,-1.477257519E0
9.857564658E1,2.878065325E-2,-4.753412104E-1,-1.188885123E0
9.858563258E1,2.871925749E-2,-3.225677910E-1,-7.006151336E-1
9.859561758E1,1.726331949E-2,-2.015286729E-1,-2.010015464E-1
9.860560358E1,5.748324618E-3,-1.471317333E-1,2.349475569E-1
9.861558958E1,6.167643070E-2,-1.309723681E-1,6.685221058E-1
9.862557558E1,8.004326597E-3,-1.977496174E-1,1.087301445E0
9.863556058E1,-4.641885236E-3,-3.884872538E-1,1.153436962E0
9.864554658E1,1.689727648E-1,-6.788517970E-1,9.856756675E-1
9.865553258E1,4.107533048E-1,-9.087932602E-1,6.863859344E-1
9.866551858E1,6.145218267E-1,-1.003184278E0,3.563942260E-1
9.867550358E1,6.463399623E-1,-1.058005433E0,3.126272321E-2
9.868548958E1,6.215922799E-1,-1.048899856E0,-2.657179445E-1
9.869547558E1,5.617792106E-1,-9.346332756E-1,-4.421062213E-1
9.870546158E1,4.948671830E-1,-8.449463430E-1,-6.813351095E-1
9.871544758E1,3.605047455E-1,-7.147133553E-1,-1.019016491E0
